evaluations raw_y
1 54.8228214529
2 20.8433400505
7 4.9408215337
634 2.3898247739
698 2.3353759353
1315 0.5734251748
2026 0.4370366830
2084 0.3314499178
2719 0.3011353953
2762 0.1400362279
2770 0.1310749642
2778 0.0681988795
3415 0.0629494826
3417 0.0293284195
4137 0.0151955766
4820 0.0024460640
5523 0.0013732945
6227 0.0008889167
6237 0.0008376972
6293 0.0008150007
6305 0.0005442155
6963 0.0001383123
8318 0.0001251201
8325 0.0001107106
8342 0.0000525810
8404 0.0000227344
9032 0.0000212276
9714 0.0000144892
9724 0.0000140049
9735 0.0000113654
9736 0.0000082141
10414 0.0000077199
10433 0.0000069109
10434 0.0000062457
10450 0.0000041979
11118 0.0000029843
11153 0.0000021072
11204 0.0000017601
11908 0.0000012680
12512 0.0000010367
12564 0.0000007951
13211 0.0000001186
13944 0.0000000617
14702 0.0000000045
16750 0.0000000033
16775 0.0000000027
17417 0.0000000019
18111 0.0000000011
18195 0.0000000005
18828 0.0000000002
20947 0.0000000001
22407 0.0000000000
35000 0.0000000000
evaluations raw_y
1 53.6363947468
2 37.4844747379
3 27.7034079076
4 21.4956460726
613 16.7601592653
616 12.7480409355
622 11.3978351844
629 5.7611036562
641 1.6674901273
659 1.5671872501
1322 1.5141323183
1334 1.1282340631
2012 0.9696250073
2080 0.8231356699
2092 0.6535616762
2715 0.4316421266
2729 0.1203612108
3420 0.0314156820
4123 0.0285725369
4811 0.0192495154
4814 0.0168236175
4846 0.0153443182
4857 0.0144075326
4895 0.0112496322
5519 0.0052528503
5578 0.0027458347
6211 0.0026846704
6227 0.0018925378
6917 0.0011761042
6919 0.0007284998
6933 0.0001451087
7689 0.0001307071
8361 0.0001122422
8369 0.0000190874
9013 0.0000031515
10436 0.0000013198
10508 0.0000007948
11177 0.0000007057
12551 0.0000006912
12570 0.0000006180
13247 0.0000004834
13272 0.0000001292
13946 0.0000000624
14618 0.0000000181
15329 0.0000000115
16014 0.0000000107
16024 0.0000000053
16062 0.0000000037
16100 0.0000000035
16723 0.0000000032
16733 0.0000000013
16754 0.0000000011
17412 0.0000000006
18126 0.0000000003
18127 0.0000000002
19523 0.0000000001
35000 0.0000000000
evaluations raw_y
1 25.7329703762
2 22.2955139820
5 21.7404484553
9 20.7384834898
611 12.1963861284
616 4.9858677092
695 3.4738840014
1326 3.0654243776
1337 2.4377043953
1341 1.5412637993
1357 1.0112174535
2012 0.5556171815
2031 0.5374066424
2073 0.4219041415
2100 0.2957327643
2721 0.1916132840
2783 0.1731937008
3423 0.1477422026
3429 0.0827468568
3448 0.0826617948
3492 0.0699342372
3506 0.0252479342
4190 0.0181775673
4821 0.0069338533
5530 0.0065703861
5538 0.0041745480
5571 0.0028119551
5599 0.0018095795
6214 0.0013874930
6237 0.0007434315
6252 0.0002680029
6918 0.0002204751
7625 0.0001872771
7666 0.0000766282
8334 0.0000607587
8389 0.0000580487
9041 0.0000420721
9052 0.0000107952
10411 0.0000089303
10412 0.0000080766
10483 0.0000076923
10488 0.0000065111
11129 0.0000059844
11131 0.0000049166
11134 0.0000041619
11150 0.0000036044
11814 0.0000005922
12525 0.0000004063
12587 0.0000002889
12608 0.0000000782
13271 0.0000000646
13911 0.0000000595
13933 0.0000000550
13955 0.0000000529
13997 0.0000000275
14625 0.0000000172
14687 0.0000000134
15313 0.0000000051
15346 0.0000000026
16018 0.0000000010
16796 0.0000000007
17458 0.0000000005
18115 0.0000000003
18825 0.0000000002
20232 0.0000000001
35000 0.0000000000
evaluations raw_y
1 57.3625838837
2 38.7939137314
4 25.2772856269
6 21.6739894904
7 16.5353909151
8 6.5889395239
613 3.7889633251
639 3.7499940612
669 3.1864725335
1321 2.5242416635
1322 1.9964738411
1333 1.0665145339
1401 0.5264844329
2032 0.3332942837
2717 0.1429571276
2754 0.1150995660
3414 0.1120115991
3416 0.0954543377
3417 0.0272932000
4118 0.0261310764
4139 0.0250148780
4151 0.0186528843
4152 0.0109505980
4811 0.0084839937
4823 0.0079207900
4836 0.0036649468
4889 0.0032457093
5511 0.0023438405
5522 0.0016557340
5570 0.0003834252
6226 0.0002130531
6970 0.0000607801
7611 0.0000358537
7651 0.0000292660
7696 0.0000146050
8381 0.0000038643
9023 0.0000027784
10442 0.0000011861
11145 0.0000010012
11188 0.0000004279
11813 0.0000003223
11826 0.0000002737
12532 0.0000002248
12534 0.0000001287
13254 0.0000001078
13263 0.0000000593
13923 0.0000000476
13965 0.0000000426
14621 0.0000000307
14648 0.0000000297
15315 0.0000000275
15332 0.0000000204
16014 0.0000000149
16022 0.0000000139
16024 0.0000000102
16052 0.0000000098
16054 0.0000000093
16062 0.0000000083
16071 0.0000000078
16718 0.0000000071
16725 0.0000000029
17421 0.0000000014
18129 0.0000000009
18141 0.0000000005
18813 0.0000000004
19546 0.0000000002
19570 0.0000000001
20973 0.0000000000
35000 0.0000000000
evaluations raw_y
1 52.8032671852
2 42.0109807974
4 32.2250151766
7 30.9355698908
8 19.1845818801
616 11.9094939261
621 11.7346297176
624 9.9794121503
653 9.2178560666
675 8.0622849398
697 7.7262233421
1315 5.9897933480
1333 5.9480224217
1337 5.6632268844
1352 2.8982028915
2026 2.4267610508
2028 1.9668763536
2049 1.6881851342
2059 1.0483528132
2076 0.7950347003
2713 0.5669789265
2737 0.4692680008
2740 0.3939329663
3421 0.3612124679
3423 0.3019246011
3510 0.1594396412
4111 0.0602133588
4860 0.0288824489
5512 0.0252570942
5543 0.0195195400
5588 0.0114244490
6220 0.0111547197
6237 0.0059237862
6911 0.0048289662
6937 0.0043894091
6941 0.0036119107
6947 0.0035496975
6970 0.0025289044
7651 0.0014520353
8325 0.0010490850
8326 0.0008348073
9015 0.0003027097
9713 0.0002724582
9716 0.0002087882
9720 0.0001237560
9726 0.0001079126
9750 0.0000859056
9780 0.0000732131
10413 0.0000440074
10441 0.0000348282
10482 0.0000163088
11111 0.0000080556
11121 0.0000066572
11197 0.0000043520
11845 0.0000019580
12537 0.0000016812
12539 0.0000004334
13923 0.0000003081
13980 0.0000001947
14612 0.0000001800
14636 0.0000000868
14650 0.0000000538
15336 0.0000000518
16013 0.0000000292
16016 0.0000000281
16033 0.0000000277
16720 0.0000000204
16723 0.0000000161
16732 0.0000000091
16805 0.0000000070
17495 0.0000000064
18112 0.0000000039
18127 0.0000000017
18831 0.0000000005
19552 0.0000000004
20246 0.0000000002
21625 0.0000000000
35000 0.0000000000
evaluations raw_y
1 44.0196054208
2 27.3753586951
4 16.7946350371
615 15.0190280725
616 12.2946553947
622 9.2150539786
624 6.5242839667
625 1.9845610462
1312 1.1402424957
1341 0.7396271630
1359 0.4126084650
2018 0.1861441153
2093 0.1521089568
2798 0.0871748201
3420 0.0595784487
3483 0.0471291241
4116 0.0295609556
4132 0.0234313458
4171 0.0161025677
4829 0.0142321731
4873 0.0130035392
5517 0.0060296722
5546 0.0058662395
5610 0.0006969904
8352 0.0006868530
9031 0.0006481042
9043 0.0006348683
9050 0.0005485148
9059 0.0003434647
9729 0.0002082736
9730 0.0001396950
9787 0.0000524599
11113 0.0000425826
11115 0.0000100026
11827 0.0000069270
11832 0.0000065533
11833 0.0000053046
11883 0.0000043306
12511 0.0000013682
13211 0.0000012811
13223 0.0000008096
13915 0.0000003971
13940 0.0000001819
14690 0.0000001698
15312 0.0000000938
15335 0.0000000671
15345 0.0000000572
15370 0.0000000337
16028 0.0000000331
16056 0.0000000198
16086 0.0000000126
16727 0.0000000112
16802 0.0000000106
17424 0.0000000035
18113 0.0000000034
18115 0.0000000030
18125 0.0000000023
18811 0.0000000014
18865 0.0000000007
19546 0.0000000003
20231 0.0000000002
20945 0.0000000001
35000 0.0000000000
evaluations raw_y
1 53.5053908015
2 31.0132704919
3 24.7653424656
4 9.3068781427
613 8.2231483129
616 2.9152991002
636 2.0143231171
646 1.6454056474
1312 1.6075867628
1326 1.0174816039
1329 0.4155856831
1347 0.4145133598
1365 0.1121385904
3416 0.0796452453
3426 0.0492582105
3451 0.0414953384
4112 0.0267943459
4115 0.0077622117
4839 0.0074291697
4898 0.0024273743
5583 0.0023287087
5598 0.0017821783
6219 0.0011405035
6221 0.0007701074
6229 0.0007614723
6267 0.0002987671
6921 0.0001407068
6934 0.0001168373
7006 0.0000743479
7615 0.0000730407
7645 0.0000526267
7689 0.0000209539
8315 0.0000192394
8379 0.0000175233
8397 0.0000138026
9013 0.0000132187
9038 0.0000115077
9066 0.0000070070
9069 0.0000059756
9722 0.0000033078
9745 0.0000027904
9810 0.0000017306
10422 0.0000016275
10433 0.0000011568
10444 0.0000006152
11117 0.0000005083
11138 0.0000004267
11159 0.0000003606
11206 0.0000003563
11816 0.0000002550
11833 0.0000001505
11841 0.0000000431
12523 0.0000000350
12601 0.0000000263
13217 0.0000000253
13229 0.0000000160
13258 0.0000000090
13269 0.0000000074
13278 0.0000000044
13953 0.0000000039
14639 0.0000000025
14676 0.0000000013
15316 0.0000000007
15318 0.0000000005
16052 0.0000000004
16097 0.0000000003
16798 0.0000000002
18145 0.0000000000
19354 0.0000000000
